Province/State,Country/Region,Lat,Long,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4.01.2020,4.02.2020,4.03.2020,4.04.2020,4.05.2020,4.06.2020,4.07.2020,4.08.2020,4.09.2020,4.10.2020,4.11.2020,4.12.2020,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5.01.2020,5.02.2020,5.03.2020,5.04.2020,5.05.2020,5.06.2020,5.07.2020,5.08.2020,5.09.2020,5.10.2020,5.11.2020,5.12.2020,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6.01.2020,6.02.2020,6.03.2020,6.04.2020,6.05.2020,6.06.2020,6.07.2020,6.08.2020,6.09.2020,6.10.2020,6.11.2020,6.12.2020,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7.01.2020,7.02.2020,7.03.2020,7.04.2020,7.05.2020,7.06.2020,7.07.2020,7.08.2020,7.09.2020,7.10.2020,7.11.2020,7.12.2020,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8.01.2020,8.02.2020,8.03.2020,8.04.2020,8.05.2020,8.06.2020,8.07.2020,8.08.2020,8.09.2020,8.10.2020,8.11.2020,8.12.2020,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9.01.2020,9.02.2020,9.03.2020,9.04.2020,9.05.2020,9.06.2020,9.07.2020,9.08.2020,9.09.2020,9.10.2020,9.11.2020,9.12.2020,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10.01.2020,10.02.2020,10.03.2020,10.04.2020,10.05.2020,10.06.2020,10.07.2020,10.08.2020,10.09.2020,10.10.2020,10.11.2020,10.12.2020,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11.01.2020,11.02.2020,11.03.2020,11.04.2020,11.05.2020,11.06.2020,11.07.2020,11.08.2020,11.09.2020,11.10.2020,11.11.2020,11.12.2020,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12.01.2020,12.02.2020,12.03.2020,12.04.2020,12.05.2020,12.06.2020,12.07.2020,12.08.2020,12.09.2020,12.10.2020,12.11.2020,12.12.2020,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1.01.2021,1.02.2021,1.03.2021,1.04.2021,1.05.2021,1.06.2021,1.07.2021,1.08.2021,1.09.2021,1.10.2021,1.11.2021,1.12.2021,1/13/21,1/14/21,1/15/21,1/16/21,1/17/21,1/18/21,1/19/21,1/20/21,1/21/21,1/22/21,1/23/21,1/24/21,1/25/21,1/26/21,1/27/21,1/28/21,1/29/21,1/30/21,1/31/21,2.01.2021,2.02.2021,2.03.2021,2.04.2021,2.05.2021,2.06.2021,2.07.2021,2.08.2021,2.09.2021,2.10.2021,2.11.2021,2.12.2021,2/13/21,2/14/21,2/15/21,2/16/21,2/17/21,2/18/21,2/19/21,2/20/21,2/21/21,2/22/21,2/23/21,2/24/21,2/25/21,2/26/21,2/27/21,2/28/21,3.01.2021,3.02.2021,3.03.2021,3.04.2021,3.05.2021,3.06.2021,3.07.2021,3.08.2021,3.09.2021,3.10.2021,3.11.2021,3.12.2021,3/13/21,3/14/21,3/15/21,3/16/21,3/17/21,3/18/21,3/19/21,3/20/21,3/21/21,3/22/21,3/23/21,3/24/21,3/25/21,3/26/21,3/27/21,3/28/21,3/29/21,3/30/21,3/31/21,4.01.2021,4.02.2021,4.03.2021,4.04.2021,4.05.2021,4.06.2021,4.07.2021,4.08.2021,4.09.2021,4.10.2021,4.11.2021,4.12.2021,4/13/21,4/14/21,4/15/21,4/16/21,4/17/21,4/18/21,4/19/21,4/20/21,4/21/21,4/22/21,4/23/21,4/24/21,4/25/21,4/26/21,4/27/21,4/28/21,4/29/21,4/30/21,5.01.2021,5.02.2021,5.03.2021,5.04.2021,5.05.2021,5.06.2021,5.07.2021,5.08.2021,5.09.2021,5.10.2021,5.11.2021,5.12.2021,5/13/21,5/14/21,5/15/21,5/16/21,5/17/21,5/18/21,5/19/21,5/20/21,5/21/21,5/22/21,5/23/21,5/24/21,5/25/21,5/26/21,5/27/21,5/28/21,5/29/21,5/30/21,5/31/21,6.01.2021,6.02.2021,6.03.2021,6.04.2021,6.05.2021,6.06.2021,6.07.2021,6.08.2021,6.09.2021,6.10.2021,6.11.2021,6.12.2021,6/13/21,6/14/21,6/15/21,6/16/21,6/17/21,6/18/21,6/19/21,6/20/21,6/21/21,6/22/21,6/23/21,6/24/21,6/25/21,6/26/21,6/27/21,6/28/21,6/29/21,6/30/21,7.01.2021,7.02.2021,7.03.2021,7.04.2021,7.05.2021,7.06.2021,7.07.2021,7.08.2021,7.09.2021,7.10.2021,7.11.2021,7.12.2021,7/13/21,7/14/21,7/15/21,7/16/21,7/17/21,7/18/21,7/19/21,7/20/21,7/21/21,7/22/21,7/23/21,7/24/21,7/25/21,7/26/21,7/27/21,7/28/21,7/29/21,7/30/21,7/31/21,8.01.2021,8.02.2021,8.03.2021,8.04.2021,8.05.2021,8.06.2021,8.07.2021,8.08.2021,8.09.2021,8.10.2021,8.11.2021,8.12.2021,8/13/21,8/14/21,8/15/21,8/16/21,8/17/21,8/18/21,8/19/21,8/20/21,8/21/21,8/22/21,8/23/21,8/24/21,8/25/21,8/26/21,8/27/21,8/28/21,8/29/21,8/30/21,8/31/21,9.01.2021,9.02.2021,9.03.2021,9.04.2021,9.05.2021,9.06.2021,9.07.2021,9.08.2021,9.09.2021,9.10.2021,9.11.2021,9.12.2021,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21,9/21/21,9/22/21,9/23/21,9/24/21,9/25/21,9/26/21,9/27/21,9/28/21,9/29/21,9/30/21,10.01.2021,10.02.2021,10.03.2021,10.04.2021,10.05.2021,10.06.2021,10.07.2021,10.08.2021,10.09.2021,10.10.2021,10.11.2021,10.12.2021,10/13/21,10/14/21,10/15/21,10/16/21,10/17/21,10/18/21,10/19/21,10/20/21,10/21/21,10/22/21,10/23/21,10/24/21,10/25/21,10/26/21,10/27/21,10/28/21,10/29/21,10/30/21,10/31/21,11.01.2021,11.02.2021,11.03.2021,11.04.2021,11.05.2021,11.06.2021,11.07.2021,11.08.2021,11.09.2021,11.10.2021,11.11.2021,11.12.2021,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21,11/24/21,11/25/21,11/26/21,11/27/21,11/28/21,11/29/21,11/30/21,12.01.2021,12.02.2021,12.03.2021,12.04.2021,12.05.2021,12.06.2021,12.07.2021,12.08.2021,12.09.2021,12.10.2021,12.11.2021,12.12.2021,12/13/21,12/14/21,12/15/21,12/16/21,12/17/21,12/18/21,12/19/21,12/20/21,12/21/21,12/22/21,12/23/21,12/24/21,12/25/21,12/26/21,12/27/21,12/28/21,12/29/21,12/30/21,12/31/21,1.01.2022,1.02.2022,1.03.2022,1.04.2022,1.05.2022,1.06.2022,1.07.2022,1.08.2022,1.09.2022,1.10.2022,1.11.2022,1.12.2022,1/13/22,1/14/22,1/15/22,1/16/22,1/17/22,1/18/22,1/19/22,1/20/22,1/21/22,1/22/22,1/23/22,1/24/22,1/25/22,1/26/22,1/27/22,1/28/22,1/29/22,1/30/22,1/31/22,2.01.2022,2.02.2022,2.03.2022,2.04.2022,2.05.2022,2.06.2022,2.07.2022,2.08.2022,2.09.2022,2.10.2022,2.11.2022,2.12.2022,2/13/22,2/14/22,2/15/22,2/16/22,2/17/22,2/18/22,2/19/22,2/20/22,2/21/22,2/22/22,2/23/22,2/24/22,2/25/22,2/26/22,2/27/22,2/28/22,3.01.2022,3.02.2022,3.03.2022,3.04.2022,3.05.2022,3.06.2022,3.07.2022,3.08.2022,3.09.2022,3.10.2022,3.11.2022,3.12.2022,3/13/22,3/14/22,3/15/22,3/16/22,3/17/22,3/18/22,3/19/22,3/20/22,3/21/22,3/22/22,3/23/22,3/24/22,3/25/22,3/26/22,3/27/22,3/28/22,3/29/22,3/30/22,3/31/22,4.01.2022,4.02.2022,4.03.2022,4.04.2022,4.05.2022,4.06.2022,4.07.2022,4.08.2022,4.09.2022,4.10.2022,4.11.2022,4.12.2022,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5.01.2022,5.02.2022,5.03.2022,5.04.2022,5.05.2022,5.06.2022,5.07.2022,5.08.2022,5.09.2022,5.10.2022,5.11.2022,5.12.2022,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,5/24/22,5/25/22,5/26/22,5/27/22,5/28/22,5/29/22,5/30/22,5/31/22,6.01.2022,6.02.2022,6.03.2022,6.04.2022,6.05.2022,6.06.2022,6.07.2022,6.08.2022,4.05.2022,4.06.2022,4.07.2022,4.08.2022,4.09.2022,4.10.2022,4.11.2022,4.12.2022,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5.01.2022,5.02.2022,5.03.2022,5.04.2022,5.05.2022,5.06.2022,5.07.2022,5.08.2022,5.09.2022,5.10.2022,5.11.2022,5.12.2022,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,5/24/22,5/25/22,5/26/22,5/27/22,5/28/22,5/29/22,5/30/22,5/31/22,6.01.2022,6.02.2022,6.03.2022,6.04.2022,6.05.2022,6.06.2022,6.07.2022,6.08.2022
,Turkey,3.393.911,67.709.953,17,16,23,37,46,63,79,69,76,73,75,76,87,96,98,95,97,98,107,115,125,126,121,127,123,119,117,115,109,106,99,95,92,89,93,84,78,61,64,59,64,57,48,50,47,55,53,58,55,48,41,44,31,28,23,27,27,32,32,29,28,34,30,28,26,25,23,22,24,21,18,21,23,19,18,17,17,15,14,15,18,17,19,21,23,22,23,24,27,24,21,19,17,15,18,16,19,17,19,20,19,16,19,22,18,23,21,19,19,20,17,21,18,17,16,17,18,19,18,17,16,17,17,15,14,15,17,19,18,19,18,19,14,15,16,15,14,15,18,21,22,21,19,22,20,23,19,22,22,19,18,24,20,26,36,39,42,44,47,45,49,53,56,53,57,52,55,58,56,48,57,63,67,63,66,62,68,61,68,65,72,74,73,71,68,65,68,65,67,63,59,57,57,55,56,58,55,56,59,58,62,57,66,73,71,72,75,74,68,71,74,69,72,75,76,77,72,78,75,74,76,79,77,81,83,81,84,85,87,86,88,93,92,89,94,103,116,123,141,135,139,153,161,168,174,177,182,185,188,190,193,187,193,196,195,203,211,217,220,226,222,218,229,235,240,243,246,241,246,254,251,259,254,256,253,254,257,253,254,239,212,202,193,197,194,191,194,186,181,176,174,171,173,170,169,168,165,164,167,159,153,149,144,140,137,134,132,129,131,129,128,124,120,117,113,110,108,112,103,98,95,94,97,93,94,91,90,86,83,82,80,77,78,75,72,73,74,71,66,69,68,65,68,62,64,65,64,66,67,63,66,65,68,63,71,73,81,87,95,102,117,138,146,157,153,151,153,154,155,152,176,179,186,185,193,211,276,258,253,248,237,243,273,279,297,289,288,318,341,346,362,354,343,339,347,353,346,341,339,394,373,340,347,336,356,304,278,281,283,282,278,232,238,242,236,223,223,203,233,207,214,231,197,178,175,166,183,164,137,134,122,129,112,114,94,92,96,91,86,87,96,69,75,53,74,84,71,62,59,51,63,51,57,65,59,56,51,52,58,53,45,42,55,45,50,35,37,52,48,59,37,37,49,46,43,48,35,38,66,50,46,59,52,60,58,55,63,51,76,60,69,79,96,91,126,122,108,101,112,108,117,124,128,138,157,145,154,165,183,168,216,204,232,206,232,230,217,257,244,245,255,245,252,290,283,276,278,269,271,274,262,257,214,259,243,231,276,248,262,237,221,213,231,260,242,217,221,193,228,206,239,227,216,210,203,194,248,228,236,217,188,206,196,188,237,236,203,181,212,186,214,223,214,198,228,217,195,232,215,210,229,209,203,201,217,224,246,228,198,203,200,187,196,203,197,217,215,189,215,227,229,226,218,201,195,193,208,175,222,201,192,213,189,207,196,192,187,228,185,187,198,192,195,176,191,182,171,181,193,167,190,191,171,176,187,179,168,133,145,173,157,184,142,139,163,145,129,160,137,143,156,157,141,173,141,137,145,153,167,177,136,162,157,176,166,181,184,185,156,174,188,174,210,174,189,182,198,217,233,248,221,201,236,241,266,264,253,272,276,266,309,271,258,264,278,263,268,271,268,281,266,221,206,213,203,189,188,180,174,170,132,130,143,140,123,132,138,133,115,118,101,123,105,85,80,90,84,77,68,70,64,61,63,53,56,45,41,38,40,37,41,36,31,35,32,28,25,31,21,18,19,17,19,23,18,17,15,16,15,15,14,16,15,9,11,12,8,10,7,11,7,11,9,8,7,9,8,7,5,10,4,7,3,4,4,3,5,3,6,4,5,4,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
